432,00:29:29.000,00:29:32.360,test,line432word1,line432word2,line432word3,line432word4,line432word5,line432word6,line432word7,line432word8,line432word9,line432word10,line432word11,main character protagonist and the anti-hero will have the most  ,15:28:36
,433,00:29:32.360,00:29:35.320,test,line433word0,line433word1,line433word2,line433word3,line433word4,line433word5,line433word6,line433word7,line433word8,line433word9,line433word10,line433word11,line433word12,line433word13,number of add ons and the most number of powers they can have.  ,15:28:36
,434,00:29:35.320,00:29:35.980,test,line434word0,line434word1,line434word2,line434word3,Could be yeah.  ,15:28:36
,435,00:29:35.980,00:29:37.620,test,line435word0,line435word1,line435word2,line435word3,line435word4,line435word5,line435word6,but their subsidiaries may not have them. ,15:28:36
,436,00:29:37.620,00:29:41.020,test,line436word0,line436word1,line436word2,line436word3,line436word4,line436word5,line436word6,line436word7,line436word8,Yeah. Although some other characters will have special abilities. ,15:28:36
,437,00:29:41.020,00:29:42.280,test,line437word0,line437word1,line437word2,line437word3,line437word4,Yes. That's true. And - ,15:28:36
,438,00:29:42.280,00:29:45.300,test,line438word0,line438word1,line438word2,line438word3,line438word4,line438word5,line438word6,line438word7,line438word8,line438word9,line438word10,line438word11,line438word12,line438word13,line438word14,line438word15,And they have special purposes. There will be multiple was to play it. You could - ,15:28:36
,439,00:29:45.960,00:29:47.040,test,line439word0, ,15:28:36
,440,00:29:47.340,00:29:50.420,test,line440word0,line440word1,line440word2,line440word3,line440word4,line440word5,line440word6,line440word7,line440word8,line440word9,line440word10,line440word11,line440word12,line440word13,line440word14,But the rules would have to be kept simple for--'cause these are obviously for kids. ,15:28:36
,441,00:29:51.500,00:29:52.920,test,line441word0,line441word1,line441word2,And lonely adults. ,15:28:36
,442,00:29:52.920,00:29:53.760,test,line442word0,[Laughter] ,15:28:36
,443,00:29:53.760,00:29:56.460,test,line443word0,line443word1,line443word2,line443word3,line443word4,line443word5,line443word6,line443word7,line443word8,line443word9,line443word10,Also I mean each of them could get a different um ,15:28:36
,444,00:29:56.640,00:29:58.780,test,line444word0,line444word1,line444word2,line444word3,line444word4,line444word5,line444word6,line444word7,could get one of the add-ons as - ,15:28:36
,445,00:29:59.880,00:30:03.820,test,line445word0,line445word1,line445word2,line445word3,line445word4,line445word5,line445word6,line445word7,line445word8,line445word9,line445word10,line445word11,line445word12,line445word13,line445word14,line445word15,I mean in the process when they keep changing the squares and moving around them.  ,15:28:36
,446,00:30:05.700,00:30:09.080,test,line446word0,line446word1,line446word2,line446word3,line446word4,line446word5,line446word6,line446word7,line446word8,line446word9,line446word10,line446word11,line446word12,line446word13,line446word14,It's - actually yeah we've made it into a board game. More more like it. ,15:28:36
,447,00:30:09.780,00:30:11.880,test,line447word0,line447word1,line447word2,line447word3,line447word4,Yeah. So maybe -  ,15:28:36
,448,00:30:11.880,00:30:14.000,test,line448word0,line448word1,line448word2,line448word3,So there'll be some ,15:28:36
